"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","98964","Click Action","chromium","Mon Oct 06 12:03:09 IST 2025","passed","Mon Oct 06 12:04:48 IST 2025","","downloads.spec.js","",""
